test-102-0.png,There is at least 1 box with 1 yellow item,true,"p(M,N) :- M = #count{X: item(X), has(X,color,C1)}, N = #count{Y: item(X), has(X,color,C1), inBox(X,Y)}, C1=yellow.
:- p(M,N), M=1, N=0..1.",
test-102-1.png,There is at least 1 box with 1 yellow item,true,"p(M,N) :- M = #count{X: item(X), has(X,color,C1)}, N = #count{Y: item(X), has(X,color,C1), inBox(X,Y)}, C1=yellow.
:- p(M,N), M=1, N=0..1.",
test-102-2.png,There is at least 1 box with 1 yellow item,true,"p(M,N) :- M = #count{X: item(X), has(X,color,C1)}, N = #count{Y: item(X), has(X,color,C1), inBox(X,Y)}, C1=yellow.
:- p(M,N), M=1, N=0..1.",
test-102-3.png,There is at least 1 box with 1 yellow item,false,"p(M,N) :- M = #count{X: item(X), has(X,color,C1)}, N = #count{Y: item(X), has(X,color,C1), inBox(X,Y)}, C1=yellow.
:- p(M,N), M=1, N=0..1.",
test-1406-0.png,There is a black circle closely touching right wall of a box.,true,"p(M) :- M = #count{X: touchingWCloseinBox(X,Y,D1), has(X,shape,S1), has(X,color,C1)}, S1=circle, C1=black, D1=right. 
:- p(0).",
test-1406-1.png,There is a black circle closely touching right wall of a box.,true,"p(M) :- M = #count{X: touchingWCloseinBox(X,Y,D1), has(X,shape,S1), has(X,color,C1)}, S1=circle, C1=black, D1=right. 
:- p(0).",
test-1406-2.png,There is a black circle closely touching right wall of a box.,false,"p(M) :- M = #count{X: touchingWCloseinBox(X,Y,D1), has(X,shape,S1), has(X,color,C1)}, S1=circle, C1=black, D1=right. 
:- p(0).",
test-1406-3.png,There is a black circle closely touching right wall of a box.,false,"p(M) :- M = #count{X: touchingWCloseinBox(X,Y,D1), has(X,shape,S1), has(X,color,C1)}, S1=circle, C1=black, D1=right. 
:- p(0).",
test-1464-0.png,There is a box with a yellow circle and exactly one yellow triangle.,true,"p(M,N,O) :- M = #count{X: has(X,color,C1),has(X,shape,S1)}, N = #count{X: has(X,color,C2),has(X,shape,S2)}, O = #count{Y: has(X,color,C1),has(Z,color,C2),inBox(X,Y),inBox(Z,Y)}, C1=yellow, C2=yellow, S1=circle, S2=triangle.
:- not p(M,N,O), M=1, N=1, O=1.",
test-1464-1.png,There is a box with a yellow circle and exactly one yellow triangle.,true,"p(M,N,O) :- M = #count{X: has(X,color,C1),has(X,shape,S1)}, N = #count{X: has(X,color,C2),has(X,shape,S2)}, O = #count{Y: has(X,color,C1),has(Z,color,C2),inBox(X,Y),inBox(Z,Y)}, C1=yellow, C2=yellow, S1=circle, S2=triangle.
:- not p(M,N,O), M=1, N=1, O=1.",
test-1464-2.png,There is a box with a yellow circle and exactly one yellow triangle.,false,"p(M,N,O) :- M = #count{X: has(X,color,C1),has(X,shape,S1)}, N = #count{X: has(X,color,C2),has(X,shape,S2)}, O = #count{Y: has(X,color,C1),has(Z,color,C2),inBox(X,Y),inBox(Z,Y)}, C1=yellow, C2=yellow, S1=circle, S2=triangle.
:- not p(M,N,O), M=1, N=1, O=1.",
